"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)"	"sick"	"CC"	"sickCC"	0.967071366747078	-0.575662398280219	0.620661212267286	0.018848319899186	0.0603655650825282	0.018848319899186	0.0462058327625676	NA	"abundance"	37	37
"LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis"	"sick"	"CC"	"sickCC"	-3.24424158447162	-0.575662398280219	1.0714652053385	0.0198081326003224	0.0628332337632355	0.0198081326003224	0.0480449140730936	NA	"abundance"	37	28
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	"sick"	"CC"	"sickCC"	-1.62961555766175	-0.575662398280219	0.423314019288274	0.0198104534045103	0.0628332337632355	0.0198104534045103	0.0480449140730936	NA	"abundance"	37	37
"PWY-7664: oleate biosynthesis IV (anaerobic)"	"sick"	"CC"	"sickCC"	-1.58779269995078	-0.575662398280219	0.407149337205593	0.0198839347352011	0.0628332337632355	0.0198839347352011	0.0480449140730936	NA	"abundance"	37	37
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis"	"sick"	"CC"	"sickCC"	0.0269107239423156	-0.575662398280219	0.2336714176713	0.0201981589284668	0.063543765478495	0.0201981589284668	0.0483415652079418	NA	"abundance"	37	37
"FASYN-ELONG-PWY: fatty acid elongation -- saturated"	"sick"	"CC"	"sickCC"	-1.56941379870151	-0.575662398280219	0.400699746075458	0.020434386459347	0.0640037390863248	0.020434386459347	0.0486762507640106	NA	"abundance"	37	37
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"	"sick"	"CC"	"sickCC"	-2.18890134345968	0	0.946698337420745	0.0207698385582121	0.0644862673139252	0.04110829092269	0.0857838302312336	NA	"prevalence"	37	31
"PWY-6748: nitrate reduction VII (denitrification)"	"sick"	"CC"	"sickCC"	2.18890134345968	0	0.946698337420746	0.0207698385582122	0.0644862673139252	0.0411082909226902	0.0857838302312336	NA	"prevalence"	37	6
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)"	"sick"	"CC"	"sickCC"	0.351915170511773	-0.575662398280219	0.3761233671316	0.0216775447457196	0.066434199630201	0.0216775447457196	0.0511549537223757	NA	"abundance"	37	37
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis"	"sick"	"CC"	"sickCC"	0.984701801159037	-0.575662398280219	0.637343552687353	0.0218844582749953	0.066780471388505	0.0432899870360006	0.08996478787317	NA	"abundance"	37	30
"PWY-7456: &beta;-(1,4)-mannan degradation"	"sick"	"CC"	"sickCC"	0.67019118077476	-0.575662398280219	0.515559756466033	0.0226925775304561	0.0689505240348472	0.0448702019859364	0.0924875591955015	NA	"abundance"	37	36
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation"	"sick"	"CC"	"sickCC"	-0.0276222822557417	-0.575662398280219	0.216180896953536	0.023406601749553	0.0708174206124774	0.023406601749553	0.0542217150620379	NA	"abundance"	37	37
"PWY-6168: flavin biosynthesis III (fungi)"	"sick"	"CC"	"sickCC"	-1.63464327687021	-0.575662398280219	0.440113976122264	0.0237910586832427	0.0716756047618033	0.0237910586832427	0.0548606604339615	NA	"abundance"	37	37
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"	"sick"	"CC"	"sickCC"	-2.0656657340713	-0.575662398280219	0.62776429589005	0.0246564608224853	0.0736585867428027	0.0487049805846798	0.0987791774910174	NA	"abundance"	37	35
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)"	"sick"	"CC"	"sickCC"	-1.20345505238622	-0.575662398280219	0.253896016309227	0.0245725091532254	0.0736585867428027	0.0245725091532254	0.0564050778289947	NA	"abundance"	37	37
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)"	"sick"	"CC"	"sickCC"	-1.82959226618123	-0.575662398280219	0.52879755364447	0.0249239647579972	0.0741461880457573	0.0249239647579972	0.0566964063188675	NA	"abundance"	37	37
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I"	"sick"	"CC"	"sickCC"	-1.44147647924909	-0.575662398280219	0.362739271856163	0.0258702525479859	0.0763226122888713	0.0258702525479859	0.0583235604318432	NA	"abundance"	37	37
"PWY-7874: L-threonate degradation"	"sick"	"CC"	"sickCC"	-2.93924426468018	-0.575662398280219	1.00589600685754	0.0257683128410244	0.0763226122888713	0.0257683128410244	0.0583235604318432	NA	"abundance"	37	33
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"	"sick"	"CC"	"sickCC"	-1.76278916653354	-0.575662398280219	0.503429073846552	0.0260415876408421	0.0765106149282592	0.0260415876408421	0.0584488967050011	NA	"abundance"	37	37
"P122-PWY: heterolactic fermentation"	"sick"	"CC"	"sickCC"	-2.08857266662756	-0.575662398280219	0.647282845596327	0.0264837609342746	0.0774895227336184	0.0522661322753254	0.104739669837458	NA	"abundance"	37	36
"PWY-5845: superpathway of menaquinol-9 biosynthesis"	"sick"	"CC"	"sickCC"	-1.92734425725968	-0.575662398280219	0.579546658509575	0.0273182751112151	0.0796036623117784	0.0538902620673782	0.107567519146348	NA	"abundance"	37	35
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)"	"sick"	"CC"	"sickCC"	0.0606067574935443	-0.575662398280219	0.264699145355939	0.02775628993713	0.0799208906891211	0.02775628993713	0.0614777474484677	NA	"abundance"	37	37
"PWY-7616: methanol oxidation to carbon dioxide"	"sick"	"CC"	"sickCC"	-2.07106116814488	-0.575662398280219	0.64403651301996	0.0277643600565582	0.0799208906891211	0.0547578604237663	0.108324665148956	NA	"abundance"	37	35
"PWY0-781: aspartate superpathway"	"sick"	"CC"	"sickCC"	-1.73486124657482	-0.575662398280219	0.497396787872529	0.0275735541712319	0.0799208906891211	0.0275735541712319	0.0613420478258682	NA	"abundance"	37	37
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen"	"sick"	"CC"	"sickCC"	-2.25974610412765	-0.575662398280219	0.723105713159621	0.0285022489469194	0.0817141088760473	0.0285022489469194	0.0628543044462634	NA	"abundance"	37	29
"CARNMET-PWY: L-carnitine degradation I"	"sick"	"CC"	"sickCC"	-2.70907455265056	-0.575662398280219	0.94091113683857	0.0307532799926895	0.087462777279967	0.0605607957550702	0.117628293849629	NA	"abundance"	37	34
"PWY-6922: L-N&delta;-acetylornithine biosynthesis"	"sick"	"CC"	"sickCC"	-1.92270675278961	-0.575662398280219	0.591771776905318	0.0307534378621543	0.087462777279967	0.0605611017839673	0.117628293849629	NA	"abundance"	37	36
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"	"sick"	"CC"	"sickCC"	-2.32744523916406	-0.575662398280219	0.773255425628769	0.0309008677596271	0.0875319401477883	0.0608468718909562	0.117730537566793	NA	"abundance"	37	35
"TYRFUMCAT-PWY: L-tyrosine degradation I"	"sick"	"CC"	"sickCC"	1.37703011478029	-0.575662398280219	0.721967322094043	0.0311067071089446	0.0877653522002365	0.0612457869907275	0.118050085611898	NA	"abundance"	37	9
"ANAEROFRUCAT-PWY: homolactic fermentation"	"sick"	"CC"	"sickCC"	-0.262119522582657	-0.575662398280219	0.112571096631094	0.0321868434826993	0.0897444930047027	0.0321868434826993	0.0706711128641876	NA	"abundance"	37	37
"P164-PWY: purine nucleobases degradation I (anaerobic)"	"sick"	"CC"	"sickCC"	1.0234422219176	-0.575662398280219	0.709935150385666	0.03206539206673	0.0897444930047027	0.0631025947650669	0.120707614986207	NA	"abundance"	37	35
"P23-PWY: reductive TCA cycle I"	"sick"	"CC"	"sickCC"	0.809335914272394	-0.575662398280219	0.614569967228339	0.0319682613526437	0.0897444930047027	0.0629145529713766	0.120707614986207	NA	"abundance"	37	36
"AEROBACTINSYN-PWY: aerobactin biosynthesis"	"sick"	"CC"	"sickCC"	-1.73730058754242	0	0.81609360024882	0.0332707570478477	0.0920447792257576	0.0654345708211584	0.124227286709342	NA	"prevalence"	37	24
"DENITRIFICATION-PWY: nitrate reduction I (denitrification)"	"sick"	"CC"	"sickCC"	1.73730058754242	0	0.81609360024882	0.0332707570478477	0.0920447792257576	0.0654345708211584	0.124227286709342	NA	"prevalence"	37	13
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)"	"sick"	"CC"	"sickCC"	-1.43356066705145	-0.575662398280219	0.378663779947241	0.0334661377206872	0.0922264493000333	0.0334661377206872	0.0725339036435495	NA	"abundance"	37	37
"PWY-2941: L-lysine biosynthesis II"	"sick"	"CC"	"sickCC"	-1.18919246810803	-0.575662398280219	0.268278762400932	0.0356473746081718	0.0978582368587265	0.0356473746081718	0.076911646387132	NA	"abundance"	37	37
"PWY-5030: L-histidine degradation III"	"sick"	"CC"	"sickCC"	-1.94684522393026	-0.575662398280219	0.636845938820208	0.0398773323138958	0.105078262864249	0.0398773323138958	0.0842596352239221	NA	"abundance"	37	37
"PWY-5692: allantoin degradation to glyoxylate II"	"sick"	"CC"	"sickCC"	-2.3124544874851	-0.575662398280219	0.81181270200033	0.0412258192048092	0.105078262864249	0.0792239085049718	0.145483904709131	NA	"abundance"	37	34
"PWY-5913: partial TCA cycle (obligate autotrophs)"	"sick"	"CC"	"sickCC"	-1.56010614965984	-0.575662398280219	0.454174197735128	0.040099126436131	0.105078262864249	0.040099126436131	0.084375245209359	NA	"abundance"	37	37
"PWY-7269: mitochondrial NADPH production (yeast)"	"sick"	"CC"	"sickCC"	-2.38469948763093	-0.575662398280219	0.847477689805828	0.0410307351750971	0.105078262864249	0.0803779491211853	0.146189905997454	NA	"abundance"	37	35
"URDEGR-PWY: superpathway of allantoin degradation in plants"	"sick"	"CC"	"sickCC"	-2.3124544874851	-0.575662398280219	0.81181270200033	0.0409863453909849	0.105078262864249	0.0792239085049718	0.145483904709131	NA	"abundance"	37	34
"CARNMET-PWY: L-carnitine degradation I"	"sick"	"CC"	"sickCC"	-3.6440136985739	0	1.77814310774338	0.0404292149637797	0.105078262864249	0.0605607957550702	0.117628293849629	NA	"prevalence"	37	34
"CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate"	"sick"	"CC"	"sickCC"	-1.78240498877472	0	0.873224142898775	0.0412332423897685	0.105078262864249	0.0807663045015636	0.146189905997454	NA	"prevalence"	37	20
"PWY-5417: catechol degradation III (ortho-cleavage pathway)"	"sick"	"CC"	"sickCC"	-1.78240498877472	0	0.873224142898775	0.0412332423897685	0.105078262864249	0.0807663045015636	0.146189905997454	NA	"prevalence"	37	20
"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate"	"sick"	"CC"	"sickCC"	-1.78240498877472	0	0.873224142898775	0.0412332423897685	0.105078262864249	0.0807663045015636	0.146189905997454	NA	"prevalence"	37	20
"PWY-5692: allantoin degradation to glyoxylate II"	"sick"	"CC"	"sickCC"	-3.6440136985739	0	1.77814310774338	0.0404292149637797	0.105078262864249	0.0792239085049718	0.145483904709131	NA	"prevalence"	37	34
"PWY-5850: superpathway of menaquinol-6 biosynthesis"	"sick"	"CC"	"sickCC"	-3.6440136985739	0	1.77814310774338	0.0404292149637798	0.105078262864249	0.0792239085049721	0.145483904709131	NA	"prevalence"	37	34
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I"	"sick"	"CC"	"sickCC"	-3.6440136985739	0	1.77814310774338	0.0404292149637798	0.105078262864249	0.0792239085049721	0.145483904709131	NA	"prevalence"	37	34
"PWY-5896: superpathway of menaquinol-10 biosynthesis"	"sick"	"CC"	"sickCC"	-3.6440136985739	0	1.77814310774338	0.0404292149637798	0.105078262864249	0.0792239085049721	0.145483904709131	NA	"prevalence"	37	34
"PWY0-41: allantoin degradation IV (anaerobic)"	"sick"	"CC"	"sickCC"	-3.6440136985739	0	1.77814310774338	0.0404292149637797	0.105078262864249	0.0326764128895807	0.0711275366777512	NA	"prevalence"	37	34
"URDEGR-PWY: superpathway of allantoin degradation in plants"	"sick"	"CC"	"sickCC"	-3.6440136985739	0	1.77814310774338	0.0404292149637797	0.105078262864249	0.0792239085049718	0.145483904709131	NA	"prevalence"	37	34
"PWY-6807: xyloglucan degradation II (exoglucanase)"	"sick"	"CC"	"sickCC"	-3.13553829067557	-0.575662398280219	1.14138694420034	0.0433614447417509	0.110107097183517	0.0848426745934098	0.151934576842808	NA	"abundance"	37	15
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage"	"sick"	"CC"	"sickCC"	1.77984081521154	-0.575662398280219	1.09168523890595	0.0437325628108984	0.110261887087052	0.0855525885717877	0.152664513175805	NA	"abundance"	37	22
"PWY0-862: (5Z)-dodecenoate biosynthesis I"	"sick"	"CC"	"sickCC"	-1.42674277234363	-0.575662398280219	0.39786101226642	0.0436281838627	0.110261887087052	0.0436281838627	0.090296036273211	NA	"abundance"	37	37
"PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II"	"sick"	"CC"	"sickCC"	2.13454271164541	-0.575662398280219	1.06512258032406	0.0442305509156107	0.111123398236746	0.0865047601969229	0.153820084152979	NA	"abundance"	37	8
"PWY-702: L-methionine biosynthesis II"	"sick"	"CC"	"sickCC"	-0.0127806045546621	-0.575662398280219	0.258736332890095	0.0453540084589655	0.113544718360298	0.0453540084589655	0.0931047734625105	NA	"abundance"	37	37
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II"	"sick"	"CC"	"sickCC"	-1.40616554815999	-0.575662398280219	0.39442647601061	0.046342945493705	0.115613453494822	0.046342945493705	0.0947497468595993	NA	"abundance"	37	37
"P42-PWY: incomplete reductive TCA cycle"	"sick"	"CC"	"sickCC"	0.292168451060867	-0.575662398280219	0.412667988417962	0.0466451730538655	0.115960552591952	0.0466451730538655	0.0949831144846858	NA	"abundance"	37	37
"TCA: TCA cycle I (prokaryotic)"	"sick"	"CC"	"sickCC"	-1.62652982299214	-0.575662398280219	0.50905863177493	0.0494672915474399	0.122547889512996	0.0964875701618404	0.169777780249928	NA	"abundance"	37	36
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)"	"sick"	"CC"	"sickCC"	-0.10545279313431	-0.575662398280219	0.21692144673911	0.0502207610129712	0.123982503750773	0.0502207610129712	0.101445937246202	NA	"abundance"	37	37
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"	"sick"	"CC"	"sickCC"	0.0367833226019225	-0.575662398280219	0.291174243183953	0.0507726665800272	0.124911300824911	0.0507726665800272	0.102152177780533	NA	"abundance"	37	37
"P124-PWY: Bifidobacterium shunt"	"sick"	"CC"	"sickCC"	1.11869542364065	-0.575662398280219	0.845987904473944	0.0542310975727246	0.132959690945542	0.105521183201507	0.184388226701595	NA	"abundance"	37	35
"GALACTUROCAT-PWY: D-galacturonate degradation I"	"sick"	"CC"	"sickCC"	-0.156778722657522	-0.575662398280219	0.194486512265711	0.0548028826126381	0.133253284572382	0.0548028826126381	0.108324665148956	NA	"abundance"	37	37
"PWY0-1261: anhydromuropeptides recycling I"	"sick"	"CC"	"sickCC"	-1.37840055536677	-0.575662398280219	0.396245937120647	0.054913097580461	0.133253284572382	0.054913097580461	0.108324665148956	NA	"abundance"	37	37
"PWY490-3: nitrate reduction VI (assimilatory)"	"sick"	"CC"	"sickCC"	0.863189093299395	-0.575662398280219	0.706938599112129	0.0549005049367752	0.133253284572382	0.106786944431238	0.184725001990476	NA	"abundance"	37	25
"PWY-7000: kanamycin biosynthesis"	"sick"	"CC"	"sickCC"	2.39899525677492	-0.575662398280219	1.10532648538069	0.0551069268762687	0.133268792547711	0.107177080362791	0.184725001990476	NA	"abundance"	37	6
"PWY-621: sucrose degradation III (sucrose invertase)"	"sick"	"CC"	"sickCC"	-1.22028997164668	-0.575662398280219	0.318549886925375	0.0586870166010218	0.141445656960429	0.0586870166010218	0.115318845850257	NA	"abundance"	37	37
"PWY-5723: Rubisco shunt"	"sick"	"CC"	"sickCC"	-1.92139652289093	-0.575662398280219	0.688247601218377	0.0597142232161336	0.143435178063078	0.0597142232161336	0.116882491178866	NA	"abundance"	37	37
"PWY-6185: 4-methylcatechol degradation (ortho cleavage)"	"sick"	"CC"	"sickCC"	-1.63446663374754	0	0.870162765429251	0.0603338658038221	0.144435618136423	0.117027556244811	0.198318509743723	NA	"prevalence"	37	19
"RUMP-PWY: formaldehyde oxidation I"	"sick"	"CC"	"sickCC"	0.530079096202627	-0.575662398280219	0.563207465767638	0.0606082293996542	0.144605540614611	0.117543101328347	0.198525973815436	NA	"abundance"	37	35
"PWY-5055: nicotinate degradation III"	"sick"	"CC"	"sickCC"	1.47240577783418	0	0.799586839939676	0.0655544343364044	0.154335108652926	0.126811484811643	0.211352474686072	NA	"prevalence"	37	11
"PWY-5677: succinate fermentation to butanoate"	"sick"	"CC"	"sickCC"	-1.47240577783418	0	0.799586839939677	0.0655544343364041	0.154335108652926	0.126811484811642	0.211352474686072	NA	"prevalence"	37	26
"PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)"	"sick"	"CC"	"sickCC"	-1.97975432647149	0	1.0741376629908	0.0653128892835308	0.154335108652926	0.126360005060499	0.211352474686072	NA	"prevalence"	37	15
"PWY-7268: cytosolic NADPH production (yeast)"	"sick"	"CC"	"sickCC"	-1.97975432647149	0	1.0741376629908	0.0653128892835308	0.154335108652926	0.126360005060499	0.211352474686072	NA	"prevalence"	37	15
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)"	"sick"	"CC"	"sickCC"	-1.45288922968117	-0.575662398280219	0.457484156718157	0.0672802230584204	0.157875374899462	0.0672802230584204	0.127252856346451	NA	"abundance"	37	37
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation"	"sick"	"CC"	"sickCC"	0.0104045978230008	-0.575662398280219	0.301936402415794	0.0691670082192575	0.161768890933855	0.0691670082192575	0.130333355040019	NA	"abundance"	37	37
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)"	"sick"	"CC"	"sickCC"	0.0284355889619539	-0.575662398280219	0.316521020753342	0.072721942792337	0.169525578115907	0.072721942792337	0.136522606357361	NA	"abundance"	37	37
"PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II"	"sick"	"CC"	"sickCC"	1.49979375635522	0	0.841004523032373	0.0745316024376556	0.173176370369847	0.0865047601969229	0.153820084152979	NA	"prevalence"	37	8
"PWY-6612: superpathway of tetrahydrofolate biosynthesis"	"sick"	"CC"	"sickCC"	-1.24897478556914	-0.575662398280219	0.359563406552907	0.0763393412072606	0.176798930287825	0.0763393412072606	0.142782841887654	NA	"abundance"	37	37
"PWY-7873: D-erythronate degradation II"	"sick"	"CC"	"sickCC"	-2.58407277818178	-0.575662398280219	1.09752507024906	0.0783739059326616	0.180921581552345	0.0111438842021571	0.0299343697983476	NA	"abundance"	37	30
"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)"	"sick"	"CC"	"sickCC"	0.241485852243603	-0.575662398280219	0.447827465432065	0.0851538225003785	0.18469548510722	0.163056471514331	0.261407994015039	NA	"abundance"	37	26
"PWY-5088: L-glutamate degradation VIII (to propanoate)"	"sick"	"CC"	"sickCC"	-2.02720580633573	-0.575662398280219	0.803451705554783	0.0843983783405259	0.18469548510722	0.0843983783405259	0.151676800932262	NA	"abundance"	37	26
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"	"sick"	"CC"	"sickCC"	-2.04555431362764	-0.575662398280219	0.815906098890411	0.0833733504761072	0.18469548510722	0.159795585382603	0.25939235582766	NA	"abundance"	37	31
"PWY-6920: 6-gingerol analog biosynthesis (engineered)"	"sick"	"CC"	"sickCC"	0.970206925234065	-0.575662398280219	0.846162798834705	0.08451749995585	0.18469548510722	0.161891792112913	0.260935615544928	NA	"abundance"	37	21
"PWY1G-0: mycothiol biosynthesis"	"sick"	"CC"	"sickCC"	0.835576493849691	-0.575662398280219	0.790257030915978	0.0847104913788934	0.18469548510722	0.162245115408133	0.260935615544928	NA	"abundance"	37	34
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0222618639564457	0.0519632556043901	NA	"prevalence"	37	35
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0154425260837977	0.0387983864294419	NA	"prevalence"	37	35
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0223287652795102	0.0519632556043901	NA	"prevalence"	37	35
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0359608434742419	0.0769501099766618	NA	"prevalence"	37	35
"PWY-5845: superpathway of menaquinol-9 biosynthesis"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334302	0.086762717335881	0.18469548510722	0.0538902620673782	0.107567519146348	NA	"prevalence"	37	35
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334302	0.086762717335881	0.18469548510722	0.0487049805846798	0.0987791774910174	NA	"prevalence"	37	35
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0608468718909562	0.117730537566793	NA	"prevalence"	37	35
"PWY-7039: phosphatidate metabolism, as a signaling molecule"	"sick"	"CC"	"sickCC"	-5.04323917418792	0	2.91377270610853	0.0834824592534076	0.18469548510722	0.0834824592534076	0.150566578296324	NA	"prevalence"	37	19
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.013436515871317	0.0349764975000777	NA	"prevalence"	37	35
"PWY-7269: mitochondrial NADPH production (yeast)"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0803779491211853	0.146189905997454	NA	"prevalence"	37	35
"PWY-7616: methanol oxidation to carbon dioxide"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0547578604237663	0.108324665148956	NA	"prevalence"	37	35
"PWY-7942: 5-oxo-L-proline metabolism"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.026891620904779	0.0600896838801478	NA	"prevalence"	37	35
"PWY-801: homocysteine and cysteine interconversion"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0362199285289925	0.0771774848402583	NA	"prevalence"	37	35
"PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0216027803754387	0.0511549537223757	NA	"prevalence"	37	35
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0102772567609252	0.027903304646598	NA	"prevalence"	37	35
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA"	"sick"	"CC"	"sickCC"	-3.10653337034208	0	1.81379332334303	0.0867627173358813	0.18469548510722	0.0187388752143821	0.046161619430551	NA	"prevalence"	37	35
"PWY-4984: urea cycle"	"sick"	"CC"	"sickCC"	-1.59432107723362	-0.575662398280219	0.574543768875101	0.0878821410215394	0.185964887697364	0.168041011332549	0.265189721009179	NA	"abundance"	37	36
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)"	"sick"	"CC"	"sickCC"	0.678896053717036	-0.575662398280219	0.710555835933703	0.087686858641661	0.185964887697364	0.087686858641661	0.155374960049259	NA	"abundance"	37	37
"PWY-6572: chondroitin sulfate degradation I (bacterial)"	"sick"	"CC"	"sickCC"	-3.12200142259475	-0.575662398280219	1.45117076566622	0.0924716109951298	0.195095891446698	0.0221194562764262	0.0519550019516058	NA	"abundance"	37	26
"PWY-6902: chitin degradation II (Vibrio)"	"sick"	"CC"	"sickCC"	-1.43344154720685	-0.575662398280219	0.489642984154686	0.0929914275998456	0.195612145039912	0.0929914275998456	0.164198150132594	NA	"abundance"	37	37
"PWY-8131: 5'-deoxyadenosine degradation II"	"sick"	"CC"	"sickCC"	0.494173643952381	-0.575662398280219	0.629999893204682	0.100964270439452	0.211756921187169	0.100964270439452	0.177038043652512	NA	"abundance"	37	37
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage"	"sick"	"CC"	"sickCC"	-1.13530101501912	-0.575662398280219	0.328790926979212	0.105949359942027	0.22155880858465	0.105949359942027	0.184498023347322	NA	"abundance"	37	37
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II"	"sick"	"CC"	"sickCC"	-0.946747059474056	-0.575662398280219	0.20944153883375	0.106863386487832	0.222814861562607	0.106863386487832	0.184725001990476	NA	"abundance"	37	37
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I"	"sick"	"CC"	"sickCC"	-1.82778468992982	-0.575662398280219	0.752010917895756	0.107249937871991	0.222966976102297	0.0792239085049721	0.145483904709131	NA	"abundance"	37	34
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II"	"sick"	"CC"	"sickCC"	-0.946747059474056	-0.575662398280219	0.20944153883375	0.108130089019217	0.224141379861992	0.108130089019217	0.185733656308519	NA	"abundance"	37	37
"PWY-8073: lipid IVA biosynthesis (P. putida)"	"sick"	"CC"	"sickCC"	-1.33657024269078	-0.575662398280219	0.457010584269374	0.109602790899309	0.226533675376188	0.109602790899309	0.187625116624241	NA	"abundance"	37	37
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)"	"sick"	"CC"	"sickCC"	-1.33657024269078	-0.575662398280219	0.457010584269374	0.11015223878529	0.227009396453164	0.11015223878529	0.18792865063031	NA	"abundance"	37	37
"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"	"sick"	"CC"	"sickCC"	1.69974352451635	0	1.0754143882365	0.113981537573979	0.234222176922252	0.0165165195183901	0.0412912987959752	NA	"prevalence"	37	24
"PWY-5896: superpathway of menaquinol-10 biosynthesis"	"sick"	"CC"	"sickCC"	-1.72104423796812	-0.575662398280219	0.702408278962744	0.114706522544512	0.235032672994663	0.0792239085049721	0.145483904709131	NA	"abundance"	37	34
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	"sick"	"CC"	"sickCC"	-1.30637381100001	-0.575662398280219	0.444761779366813	0.115060506367482	0.235080517319769	0.115060506367482	0.195641601735954	NA	"abundance"	37	37
"PWY-5028: L-histidine degradation II"	"sick"	"CC"	"sickCC"	-1.35027741474995	0	0.86690733233179	0.1193328723168	0.241725561872498	0.224425410218222	0.342401305619953	NA	"prevalence"	37	17
"PWY-6182: superpathway of salicylate degradation"	"sick"	"CC"	"sickCC"	-1.35027741474995	0	0.866907332331791	0.1193328723168	0.241725561872498	0.224425410218223	0.342401305619953	NA	"prevalence"	37	17
"PWY-6763: salicortin biosynthesis"	"sick"	"CC"	"sickCC"	-1.35027741474994	0	0.86690733233179	0.119332872316803	0.241725561872498	0.224425410218227	0.342401305619953	NA	"prevalence"	37	17
